globalSlot,batchFile,sheetSlot,itemIndex,itemName,variant,output,exists,family,subfamily,tradeRole,reviewStatus,reviewNotes,tokens
499,items-0451-0500.json,49,324,polar bear,one,animal_goods/polar_bear.png,yes,animal_goods,megafauna,raw,,,polar_bear polar bear polar bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
500,items-0451-0500.json,50,324,polar bear,few,animal_goods/polar_bear_few.png,yes,animal_goods,megafauna,raw,,,polar_bear polar bear polar bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
501,items-0501-0550.json,1,324,polar bear,many,animal_goods/polar_bear_many.png,yes,animal_goods,megafauna,raw,,,polar_bear polar bear polar bear animal_goods megafauna raw common crate none animals megafauna animal_goods raw one few many crafted common
502,items-0501-0550.json,2,325,alligator,one,animal_goods/alligator.png,yes,animal_goods,reptiles,raw,,,alligator alligator alligator animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
503,items-0501-0550.json,3,325,alligator,few,animal_goods/alligator_few.png,yes,animal_goods,reptiles,raw,,,alligator alligator alligator animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
504,items-0501-0550.json,4,325,alligator,many,animal_goods/alligator_many.png,yes,animal_goods,reptiles,raw,,,alligator alligator alligator animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
505,items-0501-0550.json,5,326,baby alligator,one,animal_goods/baby_alligator.png,yes,animal_goods,reptiles,raw,,,baby_alligator baby alligator baby alligator animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
506,items-0501-0550.json,6,326,baby alligator,few,animal_goods/baby_alligator_few.png,yes,animal_goods,reptiles,raw,,,baby_alligator baby alligator baby alligator animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
507,items-0501-0550.json,7,326,baby alligator,many,animal_goods/baby_alligator_many.png,yes,animal_goods,reptiles,raw,,,baby_alligator baby alligator baby alligator animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
508,items-0501-0550.json,8,327,crocodile,one,animal_goods/crocodile.png,yes,animal_goods,reptiles,raw,,,crocodile crocodile crocodile animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
509,items-0501-0550.json,9,327,crocodile,few,animal_goods/crocodile_few.png,yes,animal_goods,reptiles,raw,,,crocodile crocodile crocodile animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
510,items-0501-0550.json,10,327,crocodile,many,animal_goods/crocodile_many.png,yes,animal_goods,reptiles,raw,,,crocodile crocodile crocodile animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many crafted common
511,items-0501-0550.json,11,328,gecko,one,animal_goods/gecko.png,yes,animal_goods,reptiles,raw,,,gecko gecko gecko animal_goods reptiles raw common single none animals reptiles animal_goods raw one few crafted common bulk_trade
512,items-0501-0550.json,12,329,gila,one,animal_goods/gila.png,yes,animal_goods,reptiles,raw,,,gila gila gila animal_goods reptiles raw common single none animals reptiles animal_goods raw one few crafted common bulk_trade
513,items-0501-0550.json,13,330,iguana,one,animal_goods/iguana.png,yes,animal_goods,reptiles,raw,,,iguana iguana iguana animal_goods reptiles raw common single none animals reptiles animal_goods raw one few crafted common bulk_trade
514,items-0501-0550.json,14,331,scarce komodo dragon,one,animal_goods/scarce_komodo_dragon.png,yes,animal_goods,reptiles,raw,,,scarce_komodo_dragon scarce komodo dragon scarce komodo dragon animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many monster_derived common
515,items-0501-0550.json,15,331,scarce komodo dragon,few,animal_goods/scarce_komodo_dragon_few.png,yes,animal_goods,reptiles,raw,,,scarce_komodo_dragon scarce komodo dragon scarce komodo dragon animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many monster_derived common
516,items-0501-0550.json,16,331,scarce komodo dragon,many,animal_goods/scarce_komodo_dragon_many.png,yes,animal_goods,reptiles,raw,,,scarce_komodo_dragon scarce komodo dragon scarce komodo dragon animal_goods reptiles raw common crate none animals reptiles animal_goods raw one few many monster_derived common
517,items-0501-0550.json,17,332,lizard,one,animal_goods/lizard.png,yes,animal_goods,reptiles,raw,,,lizard lizard lizard animal_goods reptiles raw common single none animals reptiles animal_goods raw one few crafted common bulk_trade
518,items-0501-0550.json,18,333,newt,one,animal_goods/newt.png,yes,animal_goods,reptiles,raw,,,newt newt newt animal_goods reptiles raw common single none animals reptiles animal_goods raw one few crafted common bulk_trade
519,items-0501-0550.json,19,334,adder,one,animal_goods/adder.png,yes,animal_goods,snakes,raw,,,adder adder adder animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
520,items-0501-0550.json,20,334,adder,few,animal_goods/adder_few.png,yes,animal_goods,snakes,raw,,,adder adder adder animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
521,items-0501-0550.json,21,334,adder,many,animal_goods/adder_many.png,yes,animal_goods,snakes,raw,,,adder adder adder animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
522,items-0501-0550.json,22,335,anaconda,one,animal_goods/anaconda.png,yes,animal_goods,snakes,raw,,,anaconda anaconda anaconda animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
523,items-0501-0550.json,23,335,anaconda,few,animal_goods/anaconda_few.png,yes,animal_goods,snakes,raw,,,anaconda anaconda anaconda animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
524,items-0501-0550.json,24,335,anaconda,many,animal_goods/anaconda_many.png,yes,animal_goods,snakes,raw,,,anaconda anaconda anaconda animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
525,items-0501-0550.json,25,336,ball python,one,animal_goods/ball_python.png,yes,animal_goods,snakes,raw,,,ball_python ball python ball python animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
526,items-0501-0550.json,26,336,ball python,few,animal_goods/ball_python_few.png,yes,animal_goods,snakes,raw,,,ball_python ball python ball python animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
527,items-0501-0550.json,27,336,ball python,many,animal_goods/ball_python_many.png,yes,animal_goods,snakes,raw,,,ball_python ball python ball python animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
528,items-0501-0550.json,28,337,black mamba,one,animal_goods/black_mamba.png,yes,animal_goods,snakes,raw,,,black_mamba black mamba black mamba animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
529,items-0501-0550.json,29,337,black mamba,few,animal_goods/black_mamba_few.png,yes,animal_goods,snakes,raw,,,black_mamba black mamba black mamba animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
530,items-0501-0550.json,30,337,black mamba,many,animal_goods/black_mamba_many.png,yes,animal_goods,snakes,raw,,,black_mamba black mamba black mamba animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
531,items-0501-0550.json,31,338,grey snake,one,animal_goods/grey_snake.png,yes,animal_goods,snakes,raw,,,grey_snake grey snake grey snake animal_goods snakes raw common single none animals snakes animal_goods raw one few crafted common bulk_trade
532,items-0501-0550.json,32,339,fabled mana viper,one,animal_goods/fabled_mana_viper.png,yes,animal_goods,snakes,raw,,,fabled_mana_viper fabled mana viper fabled mana viper animal_goods snakes raw uncommon crate none animals snakes animal_goods raw one few many crafted common
533,items-0501-0550.json,33,339,fabled mana viper,few,animal_goods/fabled_mana_viper_few.png,yes,animal_goods,snakes,raw,,,fabled_mana_viper fabled mana viper fabled mana viper animal_goods snakes raw uncommon crate none animals snakes animal_goods raw one few many crafted common
534,items-0501-0550.json,34,339,fabled mana viper,many,animal_goods/fabled_mana_viper_many.png,yes,animal_goods,snakes,raw,,,fabled_mana_viper fabled mana viper fabled mana viper animal_goods snakes raw uncommon crate none animals snakes animal_goods raw one few many crafted common
535,items-0501-0550.json,35,340,sea snake,one,animal_goods/sea_snake.png,yes,animal_goods,snakes,raw,,,sea_snake sea snake sea snake animal_goods snakes raw common single none animals snakes animal_goods raw one few crafted common bulk_trade
536,items-0501-0550.json,36,341,shock serpent,one,animal_goods/shock_serpent.png,yes,animal_goods,snakes,raw,,,shock_serpent shock serpent shock serpent animal_goods snakes raw common single none animals snakes animal_goods raw one few crafted common bulk_trade
537,items-0501-0550.json,37,342,small snake,one,animal_goods/small_snake.png,yes,animal_goods,snakes,raw,,,small_snake small snake small snake animal_goods snakes raw common single none animals snakes animal_goods raw one few crafted common bulk_trade
538,items-0501-0550.json,38,343,viper,one,animal_goods/viper.png,yes,animal_goods,snakes,raw,,,viper viper viper animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
539,items-0501-0550.json,39,343,viper,few,animal_goods/viper_few.png,yes,animal_goods,snakes,raw,,,viper viper viper animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
540,items-0501-0550.json,40,343,viper,many,animal_goods/viper_many.png,yes,animal_goods,snakes,raw,,,viper viper viper animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
541,items-0501-0550.json,41,344,water moccasin,one,animal_goods/water_moccasin.png,yes,animal_goods,snakes,raw,,,water_moccasin water moccasin water moccasin animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
542,items-0501-0550.json,42,344,water moccasin,few,animal_goods/water_moccasin_few.png,yes,animal_goods,snakes,raw,,,water_moccasin water moccasin water moccasin animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
543,items-0501-0550.json,43,344,water moccasin,many,animal_goods/water_moccasin_many.png,yes,animal_goods,snakes,raw,,,water_moccasin water moccasin water moccasin animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
544,items-0501-0550.json,44,345,yellow snake,one,animal_goods/yellow_snake.png,yes,animal_goods,snakes,raw,,,yellow_snake yellow snake yellow snake animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
545,items-0501-0550.json,45,345,yellow snake,few,animal_goods/yellow_snake_few.png,yes,animal_goods,snakes,raw,,,yellow_snake yellow snake yellow snake animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
546,items-0501-0550.json,46,345,yellow snake,many,animal_goods/yellow_snake_many.png,yes,animal_goods,snakes,raw,,,yellow_snake yellow snake yellow snake animal_goods snakes raw common crate none animals snakes animal_goods raw one few many crafted common
547,items-0501-0550.json,47,346,notable brain worm,one,curio/notable_brain_worm.png,yes,curio,monster_parts,curio,,,notable_brain_worm notable brain worm notable brain worm curio monster_parts curio common single none monster_parts worms curio one few crafted common bulk_trade monster_part
